127.0.0.1 - - [19/May/2021:18:59:43 -0300] "GET / HTTP/1.1" 404 1036
0:0:0:0:0:0:0:1 - - [19/May/2021:19:42:32 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscar HTTP/1.1" 200 80
0:0:0:0:0:0:0:1 - - [19/May/2021:19:42:32 -0300] "GET /ProjetoTrilhaWeb/rest/produto/buscar?valorBusca= HTTP/1.1" 200 240
0:0:0:0:0:0:0:1 - - [19/May/2021:19:42:33 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscarPorNome?valorBusca= HTTP/1.1" 200 100
0:0:0:0:0:0:0:1 - - [19/May/2021:19:42:34 -0300] "GET /ProjetoTrilhaWeb/rest/produto/buscar?valorBusca= HTTP/1.1" 200 240
0:0:0:0:0:0:0:1 - - [19/May/2021:19:42:34 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscar HTTP/1.1" 200 80
0:0:0:0:0:0:0:1 - - [19/May/2021:19:42:36 -0300] "GET /ProjetoTrilhaWeb/rest/produto/buscarPorId?id=2 HTTP/1.1" 200 81
0:0:0:0:0:0:0:1 - - [19/May/2021:19:42:36 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscar HTTP/1.1" 200 80
0:0:0:0:0:0:0:1 - - [19/May/2021:19:42:40 -0300] "PUT /ProjetoTrilhaWeb/rest/produto/alterar HTTP/1.1" 200 31
0:0:0:0:0:0:0:1 - - [19/May/2021:19:42:40 -0300] "GET /ProjetoTrilhaWeb/rest/produto/buscar?valorBusca= HTTP/1.1" 200 243
0:0:0:0:0:0:0:1 - - [19/May/2021:19:42:43 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscarPorNome?valorBusca= HTTP/1.1" 200 100
0:0:0:0:0:0:0:1 - - [19/May/2021:19:42:44 -0300] "GET /ProjetoTrilhaWeb/rest/produto/buscar?valorBusca= HTTP/1.1" 200 243
0:0:0:0:0:0:0:1 - - [19/May/2021:19:42:44 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscar HTTP/1.1" 200 80
0:0:0:0:0:0:0:1 - - [19/May/2021:19:42:46 -0300] "GET /ProjetoTrilhaWeb/js/marca.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/May/2021:19:42:46 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscarPorNome?valorBusca= HTTP/1.1" 200 100
0:0:0:0:0:0:0:1 - - [19/May/2021:19:42:47 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscar HTTP/1.1" 200 80
0:0:0:0:0:0:0:1 - - [19/May/2021:19:42:47 -0300] "GET /ProjetoTrilhaWeb/rest/produto/buscar?valorBusca= HTTP/1.1" 200 243
0:0:0:0:0:0:0:1 - - [19/May/2021:19:42:47 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscarPorNome?valorBusca= HTTP/1.1" 200 100
0:0:0:0:0:0:0:1 - - [19/May/2021:19:42:50 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscarPorNome?valorBusca= HTTP/1.1" 200 100
0:0:0:0:0:0:0:1 - - [19/May/2021:19:42:51 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscarPorId?id=2 HTTP/1.1" 200 24
0:0:0:0:0:0:0:1 - - [19/May/2021:19:42:54 -0300] "PUT /ProjetoTrilhaWeb/rest/marca/alterar HTTP/1.1" 200 29
0:0:0:0:0:0:0:1 - - [19/May/2021:19:42:54 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscarPorNome?valorBusca= HTTP/1.1" 200 99
0:0:0:0:0:0:0:1 - - [19/May/2021:19:42:57 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscar HTTP/1.1" 200 79
0:0:0:0:0:0:0:1 - - [19/May/2021:19:42:57 -0300] "GET /ProjetoTrilhaWeb/rest/produto/buscar?valorBusca= HTTP/1.1" 200 243
0:0:0:0:0:0:0:1 - - [19/May/2021:19:43:22 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscarPorNome?valorBusca= HTTP/1.1" 200 99
0:0:0:0:0:0:0:1 - - [19/May/2021:19:43:25 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscarPorId?id=2 HTTP/1.1" 200 23
0:0:0:0:0:0:0:1 - - [19/May/2021:19:43:30 -0300] "PUT /ProjetoTrilhaWeb/rest/marca/alterar HTTP/1.1" 200 29
0:0:0:0:0:0:0:1 - - [19/May/2021:19:43:30 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscarPorNome?valorBusca= HTTP/1.1" 200 105
0:0:0:0:0:0:0:1 - - [19/May/2021:19:43:34 -0300] "GET /ProjetoTrilhaWeb/rest/produto/buscar?valorBusca= HTTP/1.1" 200 243
0:0:0:0:0:0:0:1 - - [19/May/2021:19:43:34 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscar HTTP/1.1" 200 85
0:0:0:0:0:0:0:1 - - [19/May/2021:19:43:36 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscarPorNome?valorBusca= HTTP/1.1" 200 105
0:0:0:0:0:0:0:1 - - [19/May/2021:19:43:37 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscar HTTP/1.1" 200 85
0:0:0:0:0:0:0:1 - - [19/May/2021:19:43:37 -0300] "GET /ProjetoTrilhaWeb/rest/produto/buscar?valorBusca= HTTP/1.1" 200 243
0:0:0:0:0:0:0:1 - - [19/May/2021:19:43:46 -0300] "GET /ProjetoTrilhaWeb/rest/produto/buscarPorId?id=2 HTTP/1.1" 200 84
0:0:0:0:0:0:0:1 - - [19/May/2021:19:43:46 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscar HTTP/1.1" 200 85
0:0:0:0:0:0:0:1 - - [19/May/2021:19:44:05 -0300] "PUT /ProjetoTrilhaWeb/rest/produto/alterar HTTP/1.1" 500 58
0:0:0:0:0:0:0:1 - - [19/May/2021:19:44:10 -0300] "PUT /ProjetoTrilhaWeb/rest/produto/alterar HTTP/1.1" 500 58
0:0:0:0:0:0:0:1 - - [19/May/2021:19:45:15 -0300] "GET /ProjetoTrilhaWeb/pages/admin/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/May/2021:19:45:17 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscar HTTP/1.1" 200 85
0:0:0:0:0:0:0:1 - - [19/May/2021:19:45:17 -0300] "GET /ProjetoTrilhaWeb/rest/produto/buscar?valorBusca= HTTP/1.1" 200 243
0:0:0:0:0:0:0:1 - - [19/May/2021:19:45:18 -0300] "GET /ProjetoTrilhaWeb/rest/produto/buscarPorId?id=2 HTTP/1.1" 200 84
0:0:0:0:0:0:0:1 - - [19/May/2021:19:45:18 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscar HTTP/1.1" 200 85
0:0:0:0:0:0:0:1 - - [19/May/2021:19:45:21 -0300] "PUT /ProjetoTrilhaWeb/rest/produto/alterar HTTP/1.1" 200 31
0:0:0:0:0:0:0:1 - - [19/May/2021:19:45:21 -0300] "GET /ProjetoTrilhaWeb/rest/produto/buscar?valorBusca= HTTP/1.1" 200 245
0:0:0:0:0:0:0:1 - - [19/May/2021:19:45:23 -0300] "GET /ProjetoTrilhaWeb/pages/admin/marca/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/May/2021:19:45:23 -0300] "GET /ProjetoTrilhaWeb/js/marca.js HTTP/1.1" 200 4535
0:0:0:0:0:0:0:1 - - [19/May/2021:19:45:23 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscarPorNome?valorBusca= HTTP/1.1" 200 105
0:0:0:0:0:0:0:1 - - [19/May/2021:19:45:25 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscar HTTP/1.1" 200 85
0:0:0:0:0:0:0:1 - - [19/May/2021:19:45:25 -0300] "GET /ProjetoTrilhaWeb/rest/produto/buscar?valorBusca= HTTP/1.1" 200 245
0:0:0:0:0:0:0:1 - - [19/May/2021:19:45:26 -0300] "GET /ProjetoTrilhaWeb/rest/produto/buscarPorId?id=2 HTTP/1.1" 200 86
0:0:0:0:0:0:0:1 - - [19/May/2021:19:45:26 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscar HTTP/1.1" 200 85
0:0:0:0:0:0:0:1 - - [19/May/2021:19:45:27 -0300] "PUT /ProjetoTrilhaWeb/rest/produto/alterar HTTP/1.1" 200 31
0:0:0:0:0:0:0:1 - - [19/May/2021:19:45:27 -0300] "GET /ProjetoTrilhaWeb/rest/produto/buscar?valorBusca= HTTP/1.1" 200 245
0:0:0:0:0:0:0:1 - - [19/May/2021:19:45:29 -0300] "GET /ProjetoTrilhaWeb/js/marca.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/May/2021:19:45:29 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscarPorNome?valorBusca= HTTP/1.1" 200 105
0:0:0:0:0:0:0:1 - - [19/May/2021:19:45:44 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscarPorId?id=2 HTTP/1.1" 200 29
0:0:0:0:0:0:0:1 - - [19/May/2021:19:45:45 -0300] "PUT /ProjetoTrilhaWeb/rest/marca/alterar HTTP/1.1" 200 29
0:0:0:0:0:0:0:1 - - [19/May/2021:19:45:45 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscarPorNome?valorBusca= HTTP/1.1" 200 105
0:0:0:0:0:0:0:1 - - [19/May/2021:19:45:48 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscar HTTP/1.1" 200 85
0:0:0:0:0:0:0:1 - - [19/May/2021:19:45:48 -0300] "GET /ProjetoTrilhaWeb/rest/produto/buscar?valorBusca= HTTP/1.1" 200 245
0:0:0:0:0:0:0:1 - - [19/May/2021:19:45:56 -0300] "GET /ProjetoTrilhaWeb/rest/produto/buscarPorId?id=2 HTTP/1.1" 200 86
0:0:0:0:0:0:0:1 - - [19/May/2021:19:45:56 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscar HTTP/1.1" 200 85
0:0:0:0:0:0:0:1 - - [19/May/2021:19:45:57 -0300] "PUT /ProjetoTrilhaWeb/rest/produto/alterar HTTP/1.1" 200 31
0:0:0:0:0:0:0:1 - - [19/May/2021:19:45:57 -0300] "GET /ProjetoTrilhaWeb/rest/produto/buscar?valorBusca= HTTP/1.1" 200 245
0:0:0:0:0:0:0:1 - - [19/May/2021:19:45:59 -0300] "GET /ProjetoTrilhaWeb/js/marca.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/May/2021:19:45:59 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscarPorNome?valorBusca= HTTP/1.1" 200 105
0:0:0:0:0:0:0:1 - - [19/May/2021:19:46:02 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscarPorId?id=2 HTTP/1.1" 200 29
0:0:0:0:0:0:0:1 - - [19/May/2021:19:49:16 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscarPorId?id=2 HTTP/1.1" 200 29
0:0:0:0:0:0:0:1 - - [19/May/2021:21:07:01 -0300] "GET /ProjetoTrilhaWeb/ HTTP/1.1" 200 1566
0:0:0:0:0:0:0:1 - - [19/May/2021:21:07:01 -0300] "GET /ProjetoTrilhaWeb/css/site.css HTTP/1.1" 200 2740
0:0:0:0:0:0:0:1 - - [19/May/2021:21:07:01 -0300] "GET /ProjetoTrilhaWeb/js/site.js HTTP/1.1" 200 5378
0:0:0:0:0:0:0:1 - - [19/May/2021:21:07:01 -0300] "GET /ProjetoTrilhaWeb/imgs/geladeira1.png HTTP/1.1" 200 21470
0:0:0:0:0:0:0:1 - - [19/May/2021:21:07:01 -0300] "GET /ProjetoTrilhaWeb/imgs/geladeira2.png HTTP/1.1" 200 19124
0:0:0:0:0:0:0:1 - - [19/May/2021:21:07:02 -0300] "GET /ProjetoTrilhaWeb/pages/site/general/cabecalho.html HTTP/1.1" 200 108
0:0:0:0:0:0:0:1 - - [19/May/2021:21:07:02 -0300] "GET /ProjetoTrilhaWeb/pages/site/general/menu.html HTTP/1.1" 200 274
0:0:0:0:0:0:0:1 - - [19/May/2021:21:07:02 -0300] "GET /ProjetoTrilhaWeb/pages/site/general/rodape.html HTTP/1.1" 200 39
0:0:0:0:0:0:0:1 - - [19/May/2021:21:07:02 -0300] "GET /ProjetoTrilhaWeb/imgs/logo.png HTTP/1.1" 200 114352
0:0:0:0:0:0:0:1 - - [19/May/2021:21:07:09 -0300] "GET /ProjetoTrilhaWeb/pages/admin HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [19/May/2021:21:07:53 -0300] "GET /ProjetoTrilhaWeb/rest/produto/buscar?valorBusca= HTTP/1.1" 200 245
0:0:0:0:0:0:0:1 - - [19/May/2021:21:07:53 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscar HTTP/1.1" 200 85
0:0:0:0:0:0:0:1 - - [19/May/2021:21:08:07 -0300] "POST /ProjetoTrilhaWeb/rest/produto/inserir HTTP/1.1" 200 33
0:0:0:0:0:0:0:1 - - [19/May/2021:21:08:07 -0300] "GET /ProjetoTrilhaWeb/rest/produto/buscar?valorBusca= HTTP/1.1" 200 370
0:0:0:0:0:0:0:1 - - [19/May/2021:21:08:10 -0300] "GET /ProjetoTrilhaWeb/rest/produto/buscarPorId?id=4 HTTP/1.1" 200 86
0:0:0:0:0:0:0:1 - - [19/May/2021:21:08:10 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscar HTTP/1.1" 200 85
0:0:0:0:0:0:0:1 - - [19/May/2021:21:08:15 -0300] "PUT /ProjetoTrilhaWeb/rest/produto/alterar HTTP/1.1" 200 31
0:0:0:0:0:0:0:1 - - [19/May/2021:21:08:15 -0300] "GET /ProjetoTrilhaWeb/rest/produto/buscar?valorBusca= HTTP/1.1" 200 373
0:0:0:0:0:0:0:1 - - [19/May/2021:21:08:18 -0300] "GET /ProjetoTrilhaWeb/pages/admin/marca/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/May/2021:21:08:18 -0300] "GET /ProjetoTrilhaWeb/js/marca.js HTTP/1.1" 200 4645
0:0:0:0:0:0:0:1 - - [19/May/2021:21:08:18 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscarPorNome?valorBusca= HTTP/1.1" 200 105
0:0:0:0:0:0:0:1 - - [19/May/2021:21:08:23 -0300] "POST /ProjetoTrilhaWeb/rest/marca/inserir HTTP/1.1" 200 33
0:0:0:0:0:0:0:1 - - [19/May/2021:21:08:23 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscarPorNome?valorBusca= HTTP/1.1" 200 137
0:0:0:0:0:0:0:1 - - [19/May/2021:21:08:26 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscarPorId?id=2 HTTP/1.1" 200 29
0:0:0:0:0:0:0:1 - - [19/May/2021:21:08:30 -0300] "PUT /ProjetoTrilhaWeb/rest/marca/alterar HTTP/1.1" 200 29
0:0:0:0:0:0:0:1 - - [19/May/2021:21:08:30 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscarPorNome?valorBusca= HTTP/1.1" 200 143
0:0:0:0:0:0:0:1 - - [19/May/2021:21:08:32 -0300] "DELETE /ProjetoTrilhaWeb/rest/marca/excluir/2 HTTP/1.1" 200 30
0:0:0:0:0:0:0:1 - - [19/May/2021:21:08:32 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscarPorNome?valorBusca= HTTP/1.1" 200 101
0:0:0:0:0:0:0:1 - - [19/May/2021:21:08:36 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscar HTTP/1.1" 200 81
0:0:0:0:0:0:0:1 - - [19/May/2021:21:08:36 -0300] "GET /ProjetoTrilhaWeb/rest/produto/buscar?valorBusca= HTTP/1.1" 200 373
0:0:0:0:0:0:0:1 - - [19/May/2021:21:08:38 -0300] "DELETE /ProjetoTrilhaWeb/rest/produto/excluir/4 HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [19/May/2021:21:08:38 -0300] "GET /ProjetoTrilhaWeb/rest/produto/buscar?valorBusca= HTTP/1.1" 200 245
0:0:0:0:0:0:0:1 - - [19/May/2021:21:08:47 -0300] "GET /ProjetoTrilhaWeb/rest/produto/buscar?valorBusca=asd HTTP/1.1" 200 122
0:0:0:0:0:0:0:1 - - [19/May/2021:21:08:54 -0300] "GET /ProjetoTrilhaWeb/rest/produto/buscar?valorBusca= HTTP/1.1" 200 245
0:0:0:0:0:0:0:1 - - [19/May/2021:21:10:03 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscar HTTP/1.1" 200 81
0:0:0:0:0:0:0:1 - - [19/May/2021:21:10:03 -0300] "GET /ProjetoTrilhaWeb/rest/produto/buscar?valorBusca= HTTP/1.1" 200 245
0:0:0:0:0:0:0:1 - - [19/May/2021:21:10:04 -0300] "GET /ProjetoTrilhaWeb/js/marca.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/May/2021:21:10:04 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscarPorNome?valorBusca= HTTP/1.1" 200 101
0:0:0:0:0:0:0:1 - - [19/May/2021:21:10:09 -0300] "GET /ProjetoTrilhaWeb/rest/produto/buscar?valorBusca= HTTP/1.1" 200 245
0:0:0:0:0:0:0:1 - - [19/May/2021:21:10:09 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscar HTTP/1.1" 200 81
0:0:0:0:0:0:0:1 - - [19/May/2021:21:10:10 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscarPorNome?valorBusca= HTTP/1.1" 200 101
0:0:0:0:0:0:0:1 - - [19/May/2021:21:10:10 -0300] "GET /ProjetoTrilhaWeb/rest/produto/buscar?valorBusca= HTTP/1.1" 200 245
0:0:0:0:0:0:0:1 - - [19/May/2021:21:10:10 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscar HTTP/1.1" 200 81
0:0:0:0:0:0:0:1 - - [19/May/2021:21:10:19 -0300] "GET /ProjetoTrilhaWeb HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [19/May/2021:21:10:19 -0300] "GET /ProjetoTrilhaWeb/ HTTP/1.1" 200 1566
0:0:0:0:0:0:0:1 - - [19/May/2021:21:10:19 -0300] "GET /ProjetoTrilhaWeb/js/site.js HTTP/1.1" 200 5378
0:0:0:0:0:0:0:1 - - [19/May/2021:21:10:19 -0300] "GET /ProjetoTrilhaWeb/css/site.css HTTP/1.1" 200 2740
0:0:0:0:0:0:0:1 - - [19/May/2021:21:10:19 -0300] "GET /ProjetoTrilhaWeb/imgs/geladeira1.png HTTP/1.1" 200 21470
0:0:0:0:0:0:0:1 - - [19/May/2021:21:10:19 -0300] "GET /ProjetoTrilhaWeb/imgs/geladeira2.png HTTP/1.1" 200 19124
0:0:0:0:0:0:0:1 - - [19/May/2021:21:10:19 -0300] "GET /ProjetoTrilhaWeb/pages/site/general/cabecalho.html HTTP/1.1" 200 108
0:0:0:0:0:0:0:1 - - [19/May/2021:21:10:19 -0300] "GET /ProjetoTrilhaWeb/pages/site/general/menu.html HTTP/1.1" 200 274
0:0:0:0:0:0:0:1 - - [19/May/2021:21:10:19 -0300] "GET /ProjetoTrilhaWeb/pages/site/general/rodape.html HTTP/1.1" 200 39
0:0:0:0:0:0:0:1 - - [19/May/2021:21:10:22 -0300] "GET /ProjetoTrilhaWeb/index.html HTTP/1.1" 200 1566
0:0:0:0:0:0:0:1 - - [19/May/2021:21:10:22 -0300] "GET /ProjetoTrilhaWeb/pages/site/produtos.html HTTP/1.1" 200 2864
0:0:0:0:0:0:0:1 - - [19/May/2021:21:10:24 -0300] "GET /ProjetoTrilhaWeb/pages/site/faleconosco.html HTTP/1.1" 200 2137
0:0:0:0:0:0:0:1 - - [19/May/2021:21:18:59 -0300] "POST /ProjetoTrilhaWeb/pages/site/faleconosco.html HTTP/1.1" 200 2137
0:0:0:0:0:0:0:1 - - [19/May/2021:21:23:52 -0300] "GET /ProjetoTrilhaWeb/pages/admin HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [19/May/2021:21:23:54 -0300] "GET /ProjetoTrilhaWeb/pages/admin/marca/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/May/2021:21:23:54 -0300] "GET /ProjetoTrilhaWeb/js/marca.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/May/2021:21:23:54 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscarPorNome?valorBusca= HTTP/1.1" 200 101
0:0:0:0:0:0:0:1 - - [19/May/2021:21:23:55 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscar HTTP/1.1" 200 81
0:0:0:0:0:0:0:1 - - [19/May/2021:21:23:55 -0300] "GET /ProjetoTrilhaWeb/rest/produto/buscar?valorBusca= HTTP/1.1" 200 245
0:0:0:0:0:0:0:1 - - [19/May/2021:21:25:25 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscar HTTP/1.1" 200 81
0:0:0:0:0:0:0:1 - - [19/May/2021:21:25:25 -0300] "GET /ProjetoTrilhaWeb/rest/produto/buscar?valorBusca= HTTP/1.1" 200 245
0:0:0:0:0:0:0:1 - - [19/May/2021:21:25:31 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscarPorNome?valorBusca= HTTP/1.1" 200 101
0:0:0:0:0:0:0:1 - - [19/May/2021:21:25:33 -0300] "GET /ProjetoTrilhaWeb/rest/produto/buscar?valorBusca= HTTP/1.1" 200 245
0:0:0:0:0:0:0:1 - - [19/May/2021:21:25:33 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscar HTTP/1.1" 200 81
0:0:0:0:0:0:0:1 - - [19/May/2021:21:25:37 -0300] "GET /ProjetoTrilhaWeb/js/marca.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/May/2021:21:25:37 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscarPorNome?valorBusca= HTTP/1.1" 200 101
0:0:0:0:0:0:0:1 - - [19/May/2021:21:25:39 -0300] "DELETE /ProjetoTrilhaWeb/rest/marca/excluir/1 HTTP/1.1" 200 24
0:0:0:0:0:0:0:1 - - [19/May/2021:21:25:39 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscarPorNome?valorBusca= HTTP/1.1" 200 101
0:0:0:0:0:0:0:1 - - [19/May/2021:21:25:56 -0300] "DELETE /ProjetoTrilhaWeb/rest/marca/excluir/1 HTTP/1.1" 200 24
0:0:0:0:0:0:0:1 - - [19/May/2021:21:25:56 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscarPorNome?valorBusca= HTTP/1.1" 200 101
0:0:0:0:0:0:0:1 - - [19/May/2021:21:26:09 -0300] "DELETE /ProjetoTrilhaWeb/rest/marca/excluir/4 HTTP/1.1" 200 30
0:0:0:0:0:0:0:1 - - [19/May/2021:21:26:09 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscarPorNome?valorBusca= HTTP/1.1" 200 69
0:0:0:0:0:0:0:1 - - [19/May/2021:21:26:11 -0300] "DELETE /ProjetoTrilhaWeb/rest/marca/excluir/3 HTTP/1.1" 200 24
0:0:0:0:0:0:0:1 - - [19/May/2021:21:26:11 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscarPorNome?valorBusca= HTTP/1.1" 200 69
0:0:0:0:0:0:0:1 - - [19/May/2021:21:26:13 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscar HTTP/1.1" 200 55
0:0:0:0:0:0:0:1 - - [19/May/2021:21:26:13 -0300] "GET /ProjetoTrilhaWeb/rest/produto/buscar?valorBusca= HTTP/1.1" 200 245
0:0:0:0:0:0:0:1 - - [19/May/2021:21:26:15 -0300] "DELETE /ProjetoTrilhaWeb/rest/produto/excluir/2 HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [19/May/2021:21:26:15 -0300] "GET /ProjetoTrilhaWeb/rest/produto/buscar?valorBusca= HTTP/1.1" 200 122
0:0:0:0:0:0:0:1 - - [19/May/2021:21:26:17 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscarPorNome?valorBusca= HTTP/1.1" 200 69
0:0:0:0:0:0:0:1 - - [19/May/2021:22:02:30 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscar HTTP/1.1" 200 55
0:0:0:0:0:0:0:1 - - [19/May/2021:22:02:30 -0300] "GET /ProjetoTrilhaWeb/rest/produto/buscar?valorBusca= HTTP/1.1" 200 122
0:0:0:0:0:0:0:1 - - [19/May/2021:22:03:11 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscar HTTP/1.1" 200 55
0:0:0:0:0:0:0:1 - - [19/May/2021:22:03:11 -0300] "GET /ProjetoTrilhaWeb/rest/produto/buscar?valorBusca= HTTP/1.1" 200 122
0:0:0:0:0:0:0:1 - - [19/May/2021:22:03:12 -0300] "GET /ProjetoTrilhaWeb/pages/admin/marca/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/May/2021:22:03:12 -0300] "GET /ProjetoTrilhaWeb/js/marca.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/May/2021:22:03:12 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscarPorNome?valorBusca= HTTP/1.1" 200 69
