127.0.0.1 - - [19/May/2021:18:59:43 -0300] "GET / HTTP/1.1" 404 1036
0:0:0:0:0:0:0:1 - - [19/May/2021:19:00:14 -0300] "GET /ProjetoTrilhaWeb/js/jquery-ui.js HTTP/1.1" 200 520714
0:0:0:0:0:0:0:1 - - [19/May/2021:19:00:15 -0300] "GET /ProjetoTrilhaWeb/pages/admin/general/footer.html HTTP/1.1" 200 39
0:0:0:0:0:0:0:1 - - [19/May/2021:19:00:15 -0300] "GET /ProjetoTrilhaWeb/pages/admin/general/header.html HTTP/1.1" 200 1008
0:0:0:0:0:0:0:1 - - [19/May/2021:19:00:15 -0300] "GET /favicon.ico HTTP/1.1" 404 1047
0:0:0:0:0:0:0:1 - - [19/May/2021:19:00:15 -0300] "GET /ProjetoTrilhaWeb/imgs/logo.png HTTP/1.1" 200 114352
0:0:0:0:0:0:0:1 - - [19/May/2021:19:00:18 -0300] "GET /ProjetoTrilhaWeb/pages/admin/marca/ HTTP/1.1" 200 1193
0:0:0:0:0:0:0:1 - - [19/May/2021:19:00:18 -0300] "GET /ProjetoTrilhaWeb/js/marca.js HTTP/1.1" 200 4515
0:0:0:0:0:0:0:1 - - [19/May/2021:19:00:18 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscarPorNome?valorBusca= HTTP/1.1" 200 99
0:0:0:0:0:0:0:1 - - [19/May/2021:19:00:18 -0300] "GET /ProjetoTrilhaWeb/imgs/edit.png HTTP/1.1" 200 9699
0:0:0:0:0:0:0:1 - - [19/May/2021:19:00:18 -0300] "GET /ProjetoTrilhaWeb/imgs/delete.png HTTP/1.1" 200 55056
0:0:0:0:0:0:0:1 - - [19/May/2021:19:00:20 -0300] "GET /ProjetoTrilhaWeb/pages/admin/product/ HTTP/1.1" 200 2560
0:0:0:0:0:0:0:1 - - [19/May/2021:19:00:20 -0300] "GET /ProjetoTrilhaWeb/js/product.js HTTP/1.1" 200 8078
0:0:0:0:0:0:0:1 - - [19/May/2021:19:00:20 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscar HTTP/1.1" 200 79
0:0:0:0:0:0:0:1 - - [19/May/2021:19:00:20 -0300] "GET /ProjetoTrilhaWeb/rest/produto/buscar?valorBusca= HTTP/1.1" 200 4
0:0:0:0:0:0:0:1 - - [19/May/2021:19:00:34 -0300] "POST /ProjetoTrilhaWeb/rest/produto/inserir HTTP/1.1" 200 33
0:0:0:0:0:0:0:1 - - [19/May/2021:19:00:34 -0300] "GET /ProjetoTrilhaWeb/rest/produto/buscar?valorBusca= HTTP/1.1" 200 119
0:0:0:0:0:0:0:1 - - [19/May/2021:19:00:34 -0300] "GET /ProjetoTrilhaWeb/css/images/ui-bg_gloss-wave_35_f6a828_500x100.png HTTP/1.1" 200 5873
0:0:0:0:0:0:0:1 - - [19/May/2021:19:00:34 -0300] "GET /ProjetoTrilhaWeb/css/images/ui-bg_highlight-soft_100_eeeeee_1x100.png HTTP/1.1" 200 342
0:0:0:0:0:0:0:1 - - [19/May/2021:19:00:34 -0300] "GET /ProjetoTrilhaWeb/css/images/ui-bg_glass_100_f6f6f6_1x400.png HTTP/1.1" 200 324
0:0:0:0:0:0:0:1 - - [19/May/2021:19:00:34 -0300] "GET /ProjetoTrilhaWeb/css/images/ui-icons_ef8c08_256x240.png HTTP/1.1" 200 4618
0:0:0:0:0:0:0:1 - - [19/May/2021:19:00:34 -0300] "GET /ProjetoTrilhaWeb/css/images/ui-icons_222222_256x240.png HTTP/1.1" 200 7025
0:0:0:0:0:0:0:1 - - [19/May/2021:19:00:34 -0300] "GET /ProjetoTrilhaWeb/css/images/ui-bg_diagonals-thick_20_666666_40x40.png HTTP/1.1" 200 384
0:0:0:0:0:0:0:1 - - [19/May/2021:19:00:34 -0300] "GET /ProjetoTrilhaWeb/css/images/ui-bg_glass_100_fdf5ce_1x400.png HTTP/1.1" 200 406
0:0:0:0:0:0:0:1 - - [19/May/2021:19:00:35 -0300] "GET /ProjetoTrilhaWeb/css/images/ui-bg_glass_65_ffffff_1x400.png HTTP/1.1" 200 265
0:0:0:0:0:0:0:1 - - [19/May/2021:19:00:53 -0300] "POST /ProjetoTrilhaWeb/rest/produto/inserir HTTP/1.1" 200 33
0:0:0:0:0:0:0:1 - - [19/May/2021:19:00:53 -0300] "GET /ProjetoTrilhaWeb/rest/produto/buscar?valorBusca= HTTP/1.1" 200 236
0:0:0:0:0:0:0:1 - - [19/May/2021:19:00:55 -0300] "GET /ProjetoTrilhaWeb/js/marca.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/May/2021:19:00:55 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscarPorNome?valorBusca= HTTP/1.1" 200 99
0:0:0:0:0:0:0:1 - - [19/May/2021:19:00:58 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscarPorId?id=1 HTTP/1.1" 200 24
0:0:0:0:0:0:0:1 - - [19/May/2021:19:01:05 -0300] "PUT /ProjetoTrilhaWeb/rest/marca/alterar HTTP/1.1" 200 29
0:0:0:0:0:0:0:1 - - [19/May/2021:19:01:05 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscarPorNome?valorBusca= HTTP/1.1" 200 102
0:0:0:0:0:0:0:1 - - [19/May/2021:19:01:15 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscar HTTP/1.1" 200 82
0:0:0:0:0:0:0:1 - - [19/May/2021:19:01:15 -0300] "GET /ProjetoTrilhaWeb/rest/produto/buscar?valorBusca= HTTP/1.1" 200 239
0:0:0:0:0:0:0:1 - - [19/May/2021:19:01:19 -0300] "GET /favicon.ico HTTP/1.1" 404 1047
0:0:0:0:0:0:0:1 - - [19/May/2021:19:01:22 -0300] "GET /ProjetoTrilhaWeb/pages/admin/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/May/2021:19:01:23 -0300] "GET /ProjetoTrilhaWeb/pages/admin/marca/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/May/2021:19:01:23 -0300] "GET /ProjetoTrilhaWeb/js/marca.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/May/2021:19:01:23 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscarPorNome?valorBusca= HTTP/1.1" 200 102
0:0:0:0:0:0:0:1 - - [19/May/2021:19:01:26 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscarPorId?id=2 HTTP/1.1" 200 26
0:0:0:0:0:0:0:1 - - [19/May/2021:19:01:31 -0300] "PUT /ProjetoTrilhaWeb/rest/marca/alterar HTTP/1.1" 200 29
0:0:0:0:0:0:0:1 - - [19/May/2021:19:01:31 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscarPorNome?valorBusca= HTTP/1.1" 200 104
0:0:0:0:0:0:0:1 - - [19/May/2021:19:01:33 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscar HTTP/1.1" 200 84
0:0:0:0:0:0:0:1 - - [19/May/2021:19:01:33 -0300] "GET /ProjetoTrilhaWeb/rest/produto/buscar?valorBusca= HTTP/1.1" 200 239
0:0:0:0:0:0:0:1 - - [19/May/2021:19:19:51 -0300] "GET /ProjetoTrilhaWeb/pages/admin/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/May/2021:19:19:52 -0300] "GET /ProjetoTrilhaWeb/pages/admin/marca/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/May/2021:19:19:52 -0300] "GET /ProjetoTrilhaWeb/js/marca.js HTTP/1.1" 200 4559
0:0:0:0:0:0:0:1 - - [19/May/2021:19:19:52 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscarPorNome?valorBusca= HTTP/1.1" 200 104
0:0:0:0:0:0:0:1 - - [19/May/2021:19:19:56 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscarPorId?id=2 HTTP/1.1" 200 28
0:0:0:0:0:0:0:1 - - [19/May/2021:19:20:00 -0300] "PUT /ProjetoTrilhaWeb/rest/marca/alterar HTTP/1.1" 200 29
0:0:0:0:0:0:0:1 - - [19/May/2021:19:20:00 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscarPorNome?valorBusca= HTTP/1.1" 200 107
0:0:0:0:0:0:0:1 - - [19/May/2021:19:20:04 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscar HTTP/1.1" 200 87
0:0:0:0:0:0:0:1 - - [19/May/2021:19:20:04 -0300] "GET /ProjetoTrilhaWeb/rest/produto/buscar?valorBusca= HTTP/1.1" 200 239
0:0:0:0:0:0:0:1 - - [19/May/2021:19:21:51 -0300] "GET /ProjetoTrilhaWeb/rest/produto/buscarPorId?id=2 HTTP/1.1" 200 80
0:0:0:0:0:0:0:1 - - [19/May/2021:19:21:51 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscar HTTP/1.1" 200 87
0:0:0:0:0:0:0:1 - - [19/May/2021:19:22:05 -0300] "GET /ProjetoTrilhaWeb/pages/admin/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/May/2021:19:22:06 -0300] "GET /ProjetoTrilhaWeb/rest/produto/buscar?valorBusca= HTTP/1.1" 200 239
0:0:0:0:0:0:0:1 - - [19/May/2021:19:22:06 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscar HTTP/1.1" 200 87
0:0:0:0:0:0:0:1 - - [19/May/2021:19:22:06 -0300] "GET /ProjetoTrilhaWeb/js/marca.js HTTP/1.1" 200 4559
0:0:0:0:0:0:0:1 - - [19/May/2021:19:22:06 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscarPorNome?valorBusca= HTTP/1.1" 200 107
0:0:0:0:0:0:0:1 - - [19/May/2021:19:22:08 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscarPorId?id=2 HTTP/1.1" 200 31
0:0:0:0:0:0:0:1 - - [19/May/2021:19:22:11 -0300] "PUT /ProjetoTrilhaWeb/rest/marca/alterar HTTP/1.1" 200 29
0:0:0:0:0:0:0:1 - - [19/May/2021:19:22:11 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscarPorNome?valorBusca= HTTP/1.1" 200 111
0:0:0:0:0:0:0:1 - - [19/May/2021:19:22:14 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscar HTTP/1.1" 200 91
0:0:0:0:0:0:0:1 - - [19/May/2021:19:22:14 -0300] "GET /ProjetoTrilhaWeb/rest/produto/buscar?valorBusca= HTTP/1.1" 200 239
0:0:0:0:0:0:0:1 - - [19/May/2021:19:22:21 -0300] "GET /ProjetoTrilhaWeb/js/marca.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/May/2021:19:22:21 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscarPorNome?valorBusca= HTTP/1.1" 200 111
0:0:0:0:0:0:0:1 - - [19/May/2021:19:22:22 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscarPorId?id=2 HTTP/1.1" 200 35
0:0:0:0:0:0:0:1 - - [19/May/2021:19:22:24 -0300] "PUT /ProjetoTrilhaWeb/rest/marca/alterar HTTP/1.1" 200 29
0:0:0:0:0:0:0:1 - - [19/May/2021:19:22:24 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscarPorNome?valorBusca= HTTP/1.1" 200 114
0:0:0:0:0:0:0:1 - - [19/May/2021:19:22:26 -0300] "GET /ProjetoTrilhaWeb/rest/produto/buscar?valorBusca= HTTP/1.1" 200 239
0:0:0:0:0:0:0:1 - - [19/May/2021:19:22:26 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscar HTTP/1.1" 200 94
0:0:0:0:0:0:0:1 - - [19/May/2021:19:22:29 -0300] "GET /ProjetoTrilhaWeb/rest/produto/buscar?valorBusca= HTTP/1.1" 200 239
0:0:0:0:0:0:0:1 - - [19/May/2021:19:22:29 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscar HTTP/1.1" 200 94
0:0:0:0:0:0:0:1 - - [19/May/2021:19:22:31 -0300] "GET /ProjetoTrilhaWeb/rest/produto/buscarPorId?id=2 HTTP/1.1" 200 80
0:0:0:0:0:0:0:1 - - [19/May/2021:19:22:31 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscar HTTP/1.1" 200 94
0:0:0:0:0:0:0:1 - - [19/May/2021:19:22:35 -0300] "PUT /ProjetoTrilhaWeb/rest/produto/alterar HTTP/1.1" 200 31
0:0:0:0:0:0:0:1 - - [19/May/2021:19:22:36 -0300] "GET /ProjetoTrilhaWeb/rest/produto/buscar?valorBusca= HTTP/1.1" 200 242
0:0:0:0:0:0:0:1 - - [19/May/2021:19:22:37 -0300] "GET /ProjetoTrilhaWeb/js/marca.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/May/2021:19:22:37 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscarPorNome?valorBusca= HTTP/1.1" 200 114
0:0:0:0:0:0:0:1 - - [19/May/2021:19:27:32 -0300] "GET /ProjetoTrilhaWeb/pages/admin/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/May/2021:19:27:40 -0300] "GET /ProjetoTrilhaWeb/rest/produto/buscar?valorBusca= HTTP/1.1" 200 242
0:0:0:0:0:0:0:1 - - [19/May/2021:19:27:40 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscar HTTP/1.1" 200 94
0:0:0:0:0:0:0:1 - - [19/May/2021:19:27:42 -0300] "GET /ProjetoTrilhaWeb/rest/produto/buscarPorId?id=2 HTTP/1.1" 200 83
0:0:0:0:0:0:0:1 - - [19/May/2021:19:27:42 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscar HTTP/1.1" 200 94
0:0:0:0:0:0:0:1 - - [19/May/2021:19:27:44 -0300] "PUT /ProjetoTrilhaWeb/rest/produto/alterar HTTP/1.1" 200 31
0:0:0:0:0:0:0:1 - - [19/May/2021:19:27:44 -0300] "GET /ProjetoTrilhaWeb/rest/produto/buscar?valorBusca= HTTP/1.1" 200 246
0:0:0:0:0:0:0:1 - - [19/May/2021:19:27:47 -0300] "GET /ProjetoTrilhaWeb/pages/admin/marca/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/May/2021:19:27:47 -0300] "GET /ProjetoTrilhaWeb/js/marca.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/May/2021:19:27:47 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscarPorNome?valorBusca= HTTP/1.1" 200 114
0:0:0:0:0:0:0:1 - - [19/May/2021:19:32:27 -0300] "GET /ProjetoTrilhaWeb/pages/admin/marca/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/May/2021:19:32:27 -0300] "GET /ProjetoTrilhaWeb/js/marca.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/May/2021:19:32:27 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscarPorNome?valorBusca= HTTP/1.1" 200 114
0:0:0:0:0:0:0:1 - - [19/May/2021:19:32:29 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscarPorId?id=2 HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [19/May/2021:19:32:31 -0300] "PUT /ProjetoTrilhaWeb/rest/marca/alterar HTTP/1.1" 200 29
0:0:0:0:0:0:0:1 - - [19/May/2021:19:32:31 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscarPorNome?valorBusca= HTTP/1.1" 200 106
0:0:0:0:0:0:0:1 - - [19/May/2021:19:32:33 -0300] "GET /ProjetoTrilhaWeb/rest/produto/buscar?valorBusca= HTTP/1.1" 200 246
0:0:0:0:0:0:0:1 - - [19/May/2021:19:32:33 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscar HTTP/1.1" 200 86
0:0:0:0:0:0:0:1 - - [19/May/2021:19:37:44 -0300] "GET /ProjetoTrilhaWeb/rest/produto/buscarPorId?id=2 HTTP/1.1" 200 87
0:0:0:0:0:0:0:1 - - [19/May/2021:19:37:44 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscar HTTP/1.1" 200 86
0:0:0:0:0:0:0:1 - - [19/May/2021:19:37:46 -0300] "GET /ProjetoTrilhaWeb/rest/produto/buscarPorId?id=1 HTTP/1.1" 200 82
0:0:0:0:0:0:0:1 - - [19/May/2021:19:37:46 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscar HTTP/1.1" 200 86
0:0:0:0:0:0:0:1 - - [19/May/2021:19:38:09 -0300] "POST /ProjetoTrilhaWeb/rest/produto/inserir HTTP/1.1" 200 33
0:0:0:0:0:0:0:1 - - [19/May/2021:19:38:09 -0300] "GET /ProjetoTrilhaWeb/rest/produto/buscar?valorBusca= HTTP/1.1" 200 368
0:0:0:0:0:0:0:1 - - [19/May/2021:19:38:21 -0300] "GET /ProjetoTrilhaWeb/rest/produto/buscarPorId?id=3 HTTP/1.1" 200 80
0:0:0:0:0:0:0:1 - - [19/May/2021:19:38:21 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscar HTTP/1.1" 200 86
0:0:0:0:0:0:0:1 - - [19/May/2021:19:38:26 -0300] "PUT /ProjetoTrilhaWeb/rest/produto/alterar HTTP/1.1" 200 31
0:0:0:0:0:0:0:1 - - [19/May/2021:19:38:26 -0300] "GET /ProjetoTrilhaWeb/rest/produto/buscar?valorBusca= HTTP/1.1" 200 374
0:0:0:0:0:0:0:1 - - [19/May/2021:19:38:29 -0300] "DELETE /ProjetoTrilhaWeb/rest/produto/excluir/3 HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [19/May/2021:19:38:29 -0300] "GET /ProjetoTrilhaWeb/rest/produto/buscar?valorBusca= HTTP/1.1" 200 246
0:0:0:0:0:0:0:1 - - [19/May/2021:19:38:41 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscar HTTP/1.1" 200 86
0:0:0:0:0:0:0:1 - - [19/May/2021:19:38:41 -0300] "GET /ProjetoTrilhaWeb/rest/produto/buscar?valorBusca= HTTP/1.1" 200 246
0:0:0:0:0:0:0:1 - - [19/May/2021:19:39:00 -0300] "GET /ProjetoTrilhaWeb/pages/admin/marca/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/May/2021:19:39:00 -0300] "GET /ProjetoTrilhaWeb/js/marca.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/May/2021:19:39:00 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscarPorNome?valorBusca= HTTP/1.1" 200 106
0:0:0:0:0:0:0:1 - - [19/May/2021:19:39:53 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscarPorId?id=2 HTTP/1.1" 200 30
0:0:0:0:0:0:0:1 - - [19/May/2021:19:39:55 -0300] "PUT /ProjetoTrilhaWeb/rest/marca/alterar HTTP/1.1" 200 29
0:0:0:0:0:0:0:1 - - [19/May/2021:19:39:55 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscarPorNome?valorBusca= HTTP/1.1" 200 106
0:0:0:0:0:0:0:1 - - [19/May/2021:19:40:43 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscarPorId?id=2 HTTP/1.1" 200 30
0:0:0:0:0:0:0:1 - - [19/May/2021:19:40:45 -0300] "PUT /ProjetoTrilhaWeb/rest/marca/alterar HTTP/1.1" 200 29
0:0:0:0:0:0:0:1 - - [19/May/2021:19:40:45 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscarPorNome?valorBusca= HTTP/1.1" 200 106
0:0:0:0:0:0:0:1 - - [19/May/2021:19:40:47 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscarPorId?id=2 HTTP/1.1" 200 30
0:0:0:0:0:0:0:1 - - [19/May/2021:19:40:48 -0300] "PUT /ProjetoTrilhaWeb/rest/marca/alterar HTTP/1.1" 200 29
0:0:0:0:0:0:0:1 - - [19/May/2021:19:40:48 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscarPorNome?valorBusca= HTTP/1.1" 200 106
0:0:0:0:0:0:0:1 - - [19/May/2021:19:40:51 -0300] "GET /ProjetoTrilhaWeb/js/marca.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/May/2021:19:40:51 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscarPorNome?valorBusca= HTTP/1.1" 200 106
0:0:0:0:0:0:0:1 - - [19/May/2021:19:41:54 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscarPorNome?valorBusca= HTTP/1.1" 200 106
0:0:0:0:0:0:0:1 - - [19/May/2021:19:41:56 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscarPorNome?valorBusca= HTTP/1.1" 200 106
0:0:0:0:0:0:0:1 - - [19/May/2021:19:41:56 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscarPorNome?valorBusca= HTTP/1.1" 200 106
0:0:0:0:0:0:0:1 - - [19/May/2021:19:41:56 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscarPorNome?valorBusca= HTTP/1.1" 200 106
0:0:0:0:0:0:0:1 - - [19/May/2021:19:41:57 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscarPorNome?valorBusca= HTTP/1.1" 200 106
0:0:0:0:0:0:0:1 - - [19/May/2021:19:41:57 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscarPorNome?valorBusca= HTTP/1.1" 200 106
0:0:0:0:0:0:0:1 - - [19/May/2021:19:41:59 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscar HTTP/1.1" 200 86
0:0:0:0:0:0:0:1 - - [19/May/2021:19:41:59 -0300] "GET /ProjetoTrilhaWeb/rest/produto/buscar?valorBusca= HTTP/1.1" 200 246
0:0:0:0:0:0:0:1 - - [19/May/2021:19:42:00 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscar HTTP/1.1" 200 86
0:0:0:0:0:0:0:1 - - [19/May/2021:19:42:00 -0300] "GET /ProjetoTrilhaWeb/rest/produto/buscar?valorBusca= HTTP/1.1" 200 246
0:0:0:0:0:0:0:1 - - [19/May/2021:19:42:02 -0300] "GET /ProjetoTrilhaWeb/rest/produto/buscarPorId?id=2 HTTP/1.1" 200 87
0:0:0:0:0:0:0:1 - - [19/May/2021:19:42:02 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscar HTTP/1.1" 200 86
0:0:0:0:0:0:0:1 - - [19/May/2021:19:42:06 -0300] "PUT /ProjetoTrilhaWeb/rest/produto/alterar HTTP/1.1" 200 31
0:0:0:0:0:0:0:1 - - [19/May/2021:19:42:06 -0300] "GET /ProjetoTrilhaWeb/rest/produto/buscar?valorBusca= HTTP/1.1" 200 240
0:0:0:0:0:0:0:1 - - [19/May/2021:19:42:09 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscarPorNome?valorBusca= HTTP/1.1" 200 106
0:0:0:0:0:0:0:1 - - [19/May/2021:19:42:12 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscar HTTP/1.1" 200 86
0:0:0:0:0:0:0:1 - - [19/May/2021:19:42:12 -0300] "GET /ProjetoTrilhaWeb/rest/produto/buscar?valorBusca= HTTP/1.1" 200 240
0:0:0:0:0:0:0:1 - - [19/May/2021:19:42:14 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscarPorNome?valorBusca= HTTP/1.1" 200 106
0:0:0:0:0:0:0:1 - - [19/May/2021:19:42:15 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscar HTTP/1.1" 200 86
0:0:0:0:0:0:0:1 - - [19/May/2021:19:42:15 -0300] "GET /ProjetoTrilhaWeb/rest/produto/buscar?valorBusca= HTTP/1.1" 200 240
0:0:0:0:0:0:0:1 - - [19/May/2021:19:42:16 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscarPorNome?valorBusca= HTTP/1.1" 200 106
0:0:0:0:0:0:0:1 - - [19/May/2021:19:42:17 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscarPorId?id=2 HTTP/1.1" 200 30
0:0:0:0:0:0:0:1 - - [19/May/2021:19:42:21 -0300] "PUT /ProjetoTrilhaWeb/rest/marca/alterar HTTP/1.1" 200 29
0:0:0:0:0:0:0:1 - - [19/May/2021:19:42:21 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscarPorNome?valorBusca= HTTP/1.1" 200 100
0:0:0:0:0:0:0:1 - - [19/May/2021:19:42:26 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscarPorNome?valorBusca= HTTP/1.1" 200 100
0:0:0:0:0:0:0:1 - - [19/May/2021:19:42:27 -0300] "GET /ProjetoTrilhaWeb/rest/produto/buscar?valorBusca= HTTP/1.1" 200 240
0:0:0:0:0:0:0:1 - - [19/May/2021:19:42:27 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscar HTTP/1.1" 200 80
0:0:0:0:0:0:0:1 - - [19/May/2021:19:42:29 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscarPorNome?valorBusca= HTTP/1.1" 200 100
0:0:0:0:0:0:0:1 - - [19/May/2021:19:42:30 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscar HTTP/1.1" 200 80
0:0:0:0:0:0:0:1 - - [19/May/2021:19:42:30 -0300] "GET /ProjetoTrilhaWeb/rest/produto/buscar?valorBusca= HTTP/1.1" 200 240
0:0:0:0:0:0:0:1 - - [19/May/2021:19:42:31 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscarPorNome?valorBusca= HTTP/1.1" 200 100
